Timestamp,Load_Weight (kg),Motor_Temperature (°C),Vibration_Level (mm/s),Operating_Hours,Error_Code
2024-02-01 06:15:00,3592.86,51.91,2.36,1949.0,0
2024-02-01 06:20:00,3797.57,58.46,1.89,2575.9,0
2024-02-01 06:25:00,1059.04,79.52,3.79,4724.1,0
2024-02-01 06:30:00,2986.65,66.64,1.76,4030.0,0
2024-02-01 06:35:00,1010.84,35.42,2.12,3086.1,0
2024-02-01 06:40:00,2228.43,59.02,3.23,2929.9,0
2024-02-01 06:45:00,4665.73,76.26,2.44,1482.3,0
2024-02-01 06:50:00,2845.88,85.83,3.25,344.2,1
2024-02-01 06:55:00,4037.79,46.64,4.07,4434.2,0
2024-02-01 07:00:00,4350.41,42.95,3.67,2047.2,0
2024-02-01 07:05:00,2597.46,60.61,0.73,1066.9,0
2024-02-01 07:10:00,4527.85,56.97,3.97,1821.4,0
2024-02-01 07:15:00,3239.17,77.77,4.69,589.8,1
2024-02-01 07:20:00,3624.81,59.42,3.1,4118.1,0
2024-02-01 07:25:00,510.82,54.46,2.93,3999.9,0
2024-02-01 07:30:00,1324.28,79.63,4.5,1016.6,0
2024-02-01 07:35:00,1242.39,69.46,2.17,747.2,0
2024-02-01 07:40:00,721.81,67.47,2.27,439.6,0
2024-02-01 07:45:00,4736.88,54.22,3.47,2497.9,0
2024-02-01 07:50:00,4542.56,36.94,2.79,4966.0,0
2024-02-01 07:55:00,3442.26,44.24,1.33,723.1,0
2024-02-01 08:00:00,3929.49,73.27,1.34,171.9,0
2024-02-01 08:05:00,4407.8,88.8,2.32,203.4,0
2024-02-01 08:10:00,4079.77,40.09,3.75,1886.0,0
2024-02-01 08:15:00,3615.27,70.39,3.03,4561.4,0
2024-02-01 08:20:00,2920.57,37.43,0.64,721.2,0
2024-02-01 08:25:00,2316.07,36.18,2.01,1778.1,0
2024-02-01 08:30:00,1580.61,88.78,0.71,3234.7,0
2024-02-01 08:35:00,4067.1,41.43,4.45,2620.0,0
2024-02-01 08:40:00,1645.51,86.22,4.47,908.0,1
2024-02-01 08:45:00,4911.31,67.72,2.6,2924.8,0
2024-02-01 08:50:00,700.15,81.2,1.62,4818.3,0
2024-02-01 08:55:00,1591.23,60.92,3.48,1985.7,0
2024-02-01 09:00:00,4207.62,63.25,0.65,4208.6,0
2024-02-01 09:05:00,3640.33,40.46,0.24,3510.7,0
2024-02-01 09:10:00,3408.2,50.2,1.05,3023.0,0
2024-02-01 09:15:00,3556.24,68.1,0.3,2897.3,0
2024-02-01 09:20:00,1987.47,46.53,0.76,2255.0,0
2024-02-01 09:25:00,4127.29,75.43,4.83,2124.5,1
2024-02-01 09:30:00,3723.58,69.2,1.61,416.7,0
2024-02-01 09:35:00,2965.12,45.68,3.44,4890.9,0
2024-02-01 09:40:00,2111.22,68.24,1.31,119.3,0
2024-02-01 09:45:00,2744.79,83.72,3.78,850.9,0
2024-02-01 09:50:00,3062.63,32.16,2.82,1714.2,0
2024-02-01 09:55:00,4059.26,53.83,0.89,3201.7,0
2024-02-01 10:00:00,3220.58,30.44,4.27,274.4,0
2024-02-01 10:05:00,660.04,57.2,0.63,2598.6,0
2024-02-01 10:10:00,4582.61,77.86,0.84,160.3,0
2024-02-01 10:15:00,3913.92,70.79,2.2,1877.0,0
2024-02-01 10:20:00,3209.01,73.66,4.23,3759.2,0
2024-02-01 10:25:00,1802.69,40.75,2.25,4145.5,0
2024-02-01 10:30:00,690.36,74.27,2.43,3962.5,0
2024-02-01 10:35:00,4002.08,59.17,0.76,1439.4,0
2024-02-01 10:40:00,2270.56,51.36,1.56,2106.8,0
2024-02-01 10:45:00,2212.87,42.85,3.99,3031.9,0
2024-02-01 10:50:00,846.78,65.37,0.96,1536.2,0
2024-02-01 10:55:00,886.8,43.56,3.22,1658.9,0
2024-02-01 11:00:00,1057.08,87.15,0.57,3645.8,0
2024-02-01 11:05:00,1728.83,72.96,4.61,750.1,1
2024-02-01 11:10:00,1436.77,68.35,4.06,1416.7,0
2024-02-01 11:15:00,2194.73,86.66,3.52,3285.7,0
2024-02-01 11:20:00,1076.03,89.76,0.21,562.0,1
2024-02-01 11:25:00,1963.39,69.12,0.53,4337.0,0
2024-02-01 11:30:00,1155.43,64.84,3.93,608.8,0
2024-02-01 11:35:00,4197.1,65.37,3.91,1109.6,0
2024-02-01 11:40:00,2488.6,64.79,4.36,219.2,0
2024-02-01 11:45:00,4038.34,50.27,0.73,3285.4,0
2024-02-01 11:50:00,4657.89,54.82,2.28,2834.7,0
2024-02-01 11:55:00,1902.02,83.4,3.46,1886.9,0
2024-02-01 12:00:00,1789.24,51.62,3.81,4362.4,0
2024-02-01 12:05:00,3407.08,52.46,4.9,1675.9,1
2024-02-01 12:10:00,4357.06,40.35,4.74,4087.8,1
2024-02-01 12:15:00,3117.41,54.13,4.23,4825.6,0
2024-02-01 12:20:00,2047.27,80.21,4.68,373.7,0
2024-02-01 12:25:00,4790.25,47.23,4.03,3844.6,0
2024-02-01 12:30:00,575.84,84.94,0.97,500.1,0
2024-02-01 12:35:00,3927.54,36.15,3.04,2273.2,0
2024-02-01 12:40:00,4866.22,62.35,2.71,336.0,0
2024-02-01 12:45:00,4782.02,69.65,2.63,183.9,0
2024-02-01 12:50:00,4087.97,50.34,0.97,2409.7,0
2024-02-01 12:55:00,849.59,73.36,0.83,429.1,0
2024-02-01 13:00:00,3426.85,30.92,4.64,3014.2,1
2024-02-01 13:05:00,2252.19,71.69,4.6,3247.0,1
2024-02-01 13:10:00,4210.22,75.99,4.87,3622.0,1
2024-02-01 13:15:00,1432.64,53.18,1.54,2182.4,0
2024-02-01 13:20:00,4944.86,36.36,4.15,3798.6,0
2024-02-01 13:25:00,2574.09,89.58,1.23,1762.9,1
2024-02-01 13:30:00,2780.43,83.17,2.94,4021.4,0
2024-02-01 13:35:00,2606.16,63.27,3.27,4452.5,0
2024-02-01 13:40:00,2316.44,34.83,3.16,1457.4,0
2024-02-01 13:45:00,1942.43,49.07,4.55,1374.7,1
2024-02-01 13:50:00,974.64,72.04,0.76,2563.4,0
2024-02-01 13:55:00,502.04,86.92,4.01,4511.4,1
2024-02-01 14:00:00,3374.82,45.92,4.42,3570.5,0
2024-02-01 14:05:00,3501.68,89.53,4.99,799.3,1
2024-02-01 14:10:00,1563.73,74.76,1.89,1450.5,0
2024-02-01 14:15:00,4729.33,62.6,1.2,3732.0,0
2024-02-01 14:20:00,3537.2,81.04,3.57,776.8,0
2024-02-01 14:25:00,2919.87,85.24,4.11,1289.4,1
2024-02-01 14:30:00,2240.4,66.57,3.73,550.4,0
2024-02-01 14:35:00,1568.38,40.91,4.86,4968.7,1
2024-02-01 14:40:00,3329.24,46.08,0.68,305.2,0
2024-02-01 14:45:00,1778.23,77.68,4.06,2758.3,0
2024-02-01 14:50:00,2814.52,85.93,4.25,3427.9,0
2024-02-01 14:55:00,1943.38,43.0,1.57,3302.0,0
2024-02-01 15:00:00,1838.5,82.34,1.77,325.5,0
2024-02-01 15:05:00,2101.57,54.86,4.73,4464.3,1
2024-02-01 15:10:00,3623.74,41.32,4.26,3273.9,0
2024-02-01 15:15:00,2344.28,53.31,4.38,171.4,0
2024-02-01 15:20:00,4985.52,59.44,4.46,1417.2,0
2024-02-01 15:25:00,4165.5,35.35,1.66,2430.8,0
2024-02-01 15:30:00,4260.52,82.95,4.23,2802.2,0
2024-02-01 15:35:00,4347.21,49.55,0.97,4539.4,0
2024-02-01 15:40:00,1766.06,83.73,2.31,4757.2,0
2024-02-01 15:45:00,1567.12,31.74,4.5,2203.2,0
2024-02-01 15:50:00,4584.49,73.09,3.76,1081.6,0
2024-02-01 15:55:00,663.51,80.46,0.53,4737.6,0
2024-02-01 16:00:00,3951.7,77.93,3.92,2679.8,0
2024-02-01 16:05:00,1963.46,65.64,0.85,115.2,0
2024-02-01 16:10:00,4536.99,54.34,0.33,3015.1,0
2024-02-01 16:15:00,3216.51,41.75,4.24,2810.3,0
2024-02-01 16:20:00,1461.33,35.06,0.54,4682.7,0
2024-02-01 16:25:00,2478.17,33.09,2.98,3687.7,0
2024-02-01 16:30:00,3445.12,51.54,1.52,3636.3,0
2024-02-01 16:35:00,3880.02,57.53,1.46,1615.8,0
2024-02-01 16:40:00,2803.27,52.75,1.65,1583.6,0
2024-02-01 16:45:00,3181.2,56.32,0.79,3018.2,0
2024-02-01 16:50:00,2892.86,75.75,2.95,689.9,0
2024-02-01 16:55:00,4868.45,77.46,1.25,1890.5,0
2024-02-01 17:00:00,2535.58,89.25,0.25,4085.4,0
2024-02-01 17:05:00,3063.69,52.9,0.86,3744.1,0
2024-02-01 17:10:00,1721.94,43.61,0.36,1151.5,0
2024-02-01 17:15:00,1779.37,39.71,4.84,2378.5,0
2024-02-01 17:20:00,1629.56,50.16,1.32,4996.0,0
2024-02-01 17:25:00,4291.46,49.4,4.0,1523.7,0
2024-02-01 17:30:00,1510.91,67.41,1.75,243.0,0
2024-02-01 17:35:00,2132.72,30.47,3.92,865.2,0
2024-02-01 17:40:00,2094.6,78.57,3.37,120.2,0
2024-02-01 17:45:00,4336.62,68.95,4.22,741.9,0
2024-02-01 17:50:00,2858.47,31.46,3.83,976.2,0
2024-02-01 17:55:00,1115.53,87.52,0.56,4801.9,1
2024-02-01 18:00:00,4654.5,46.23,2.87,2225.8,0
2024-02-01 18:05:00,1112.68,36.93,3.22,4445.3,0
2024-02-01 18:10:00,3021.42,74.33,3.85,4066.8,0
2024-02-01 18:15:00,3910.35,89.08,4.1,2203.0,0
2024-02-01 18:20:00,3049.0,33.25,4.19,3904.1,0
2024-02-01 18:25:00,1715.29,74.51,1.98,3001.7,0
2024-02-01 18:30:00,3311.02,54.12,1.41,3388.4,0
2024-02-01 18:35:00,1079.91,72.35,1.34,4061.8,0
2024-02-01 18:40:00,2060.55,80.78,1.13,2270.6,0
2024-02-01 18:45:00,1710.55,46.81,3.9,3590.9,0
2024-02-01 18:50:00,1646.7,81.54,2.3,3253.9,0
2024-02-01 18:55:00,4762.27,50.63,1.55,2996.2,0
2024-02-01 19:00:00,4109.64,66.29,3.19,297.3,0
2024-02-01 19:05:00,915.28,44.86,1.03,3619.4,0
2024-02-01 19:10:00,2143.87,40.56,4.45,4059.5,0
2024-02-01 19:15:00,4013.98,35.76,3.35,1379.4,0
2024-02-01 19:20:00,4208.62,88.1,1.76,1265.4,1
2024-02-01 19:25:00,4623.14,67.41,4.04,906.0,0
2024-02-01 19:30:00,2552.88,67.41,3.29,4920.1,0
2024-02-01 19:35:00,3101.69,52.29,3.4,2184.1,0
2024-02-01 19:40:00,1910.34,77.17,4.46,126.1,0
2024-02-01 19:45:00,1966.78,75.01,4.83,4459.3,1
2024-02-01 19:50:00,2992.12,56.16,0.85,859.7,0
2024-02-01 19:55:00,3179.86,61.6,2.23,625.7,0
2024-02-01 20:00:00,779.28,45.28,0.58,1001.2,0
2024-02-01 20:05:00,666.32,42.09,4.46,3442.0,0
2024-02-01 20:10:00,3583.14,55.43,1.09,2314.2,0
2024-02-01 20:15:00,4742.84,58.7,0.62,2765.8,0
2024-02-01 20:20:00,4483.79,57.21,0.43,3283.2,0
2024-02-01 20:25:00,3280.11,37.3,2.29,1516.3,0
2024-02-01 20:30:00,4094.58,82.85,0.25,885.3,0
2024-02-01 20:35:00,1996.77,54.0,4.9,3053.7,0
2024-02-01 20:40:00,4219.59,60.13,3.29,2877.3,0
2024-02-01 20:45:00,3715.83,47.27,3.96,3953.7,0
2024-02-01 20:50:00,4160.18,68.32,2.38,1703.5,0
2024-02-01 20:55:00,576.41,74.96,1.46,2722.4,0
2024-02-01 21:00:00,4098.31,50.61,0.62,2418.8,0
2024-02-01 21:05:00,3522.81,47.86,2.96,2473.0,0
2024-02-01 21:10:00,4900.57,57.65,4.49,1741.7,0
2024-02-01 21:15:00,2674.97,76.47,2.58,2546.2,0
2024-02-01 21:20:00,3048.76,35.76,4.73,1211.4,0
2024-02-01 21:25:00,2957.36,43.92,2.51,814.8,0
2024-02-01 21:30:00,1147.86,54.84,1.25,1838.2,0
2024-02-01 21:35:00,1323.41,79.75,0.3,1147.6,0
2024-02-01 21:40:00,3229.46,53.08,0.84,2144.6,0
2024-02-01 21:45:00,1423.82,73.39,3.78,3031.2,0
2024-02-01 21:50:00,2903.22,33.17,3.57,1479.2,0
2024-02-01 21:55:00,1332.66,38.16,4.88,3685.9,0
2024-02-01 22:00:00,1921.08,70.4,2.81,1662.7,0
2024-02-01 22:05:00,2116.69,79.22,4.87,949.7,1
2024-02-01 22:10:00,3438.04,78.65,2.34,2679.3,0
2024-02-01 22:15:00,557.27,51.51,2.77,1222.8,0
2024-02-01 22:20:00,1622.45,63.18,1.15,3741.5,0
2024-02-01 22:25:00,1925.33,49.34,2.79,1072.7,0
2024-02-01 22:30:00,2240.23,57.83,1.91,1065.7,0
2024-02-01 22:35:00,4730.06,81.77,0.9,3887.0,0
2024-02-01 22:40:00,2361.55,33.74,2.35,2177.1,0
2024-02-01 22:45:00,2219.65,36.96,3.53,3250.4,0
2024-02-01 22:50:00,670.3,32.92,0.63,351.1,0
2024-02-01 22:55:00,2826.18,70.76,0.87,4918.5,0
2024-02-01 23:00:00,2937.68,44.76,3.94,4442.0,0
2024-02-01 23:05:00,2100.84,41.5,0.28,1876.8,0
2024-02-01 23:10:00,4120.84,67.17,3.09,526.2,0
2024-02-01 23:15:00,1457.0,64.92,4.1,309.7,0
2024-02-01 23:20:00,2549.81,33.29,3.92,1266.4,0
2024-02-01 23:25:00,3774.73,33.18,4.73,3144.2,1
2024-02-01 23:30:00,1062.23,86.0,1.71,1575.4,0
2024-02-01 23:35:00,4547.74,79.03,2.19,1707.2,0
2024-02-01 23:40:00,4317.44,41.06,2.02,548.4,0
2024-02-01 23:45:00,1275.95,57.82,0.71,4430.2,0
2024-02-01 23:50:00,626.02,44.2,4.91,3468.1,0
2024-02-01 23:55:00,4903.22,85.83,4.92,4762.0,0
2024-02-02 00:00:00,3623.82,57.41,4.14,389.3,0
2024-02-02 00:05:00,3565.72,46.32,2.02,4273.1,0
2024-02-02 00:10:00,1077.84,69.81,1.21,3391.2,0
2024-02-02 00:15:00,2193.47,67.65,1.52,4810.6,0
2024-02-02 00:20:00,1730.93,32.01,0.95,3860.9,0
2024-02-02 00:25:00,4973.09,30.71,3.55,4043.5,0
2024-02-02 00:30:00,3502.89,62.32,3.43,1947.9,0
2024-02-02 00:35:00,4812.03,71.74,3.63,471.4,0
2024-02-02 00:40:00,962.69,82.43,4.52,1715.0,1
2024-02-02 00:45:00,3464.67,71.26,4.39,3156.1,0
2024-02-02 00:50:00,2644.1,84.38,3.89,4885.7,0
2024-02-02 00:55:00,4893.43,72.99,1.53,2588.1,0
2024-02-02 01:00:00,4888.96,59.9,3.37,2716.6,0
2024-02-02 01:05:00,3014.96,60.26,2.02,2259.5,0
2024-02-02 01:10:00,1914.25,89.37,1.45,3708.7,0
2024-02-02 01:15:00,3862.06,55.79,1.87,1456.3,0
2024-02-02 01:20:00,4287.89,72.72,1.47,4079.0,0
2024-02-02 01:25:00,1527.23,67.85,0.98,3206.1,0
2024-02-02 01:30:00,3900.18,69.89,3.27,3225.0,0
2024-02-02 01:35:00,2452.35,62.85,0.34,4563.6,0
2024-02-02 01:40:00,2956.83,80.56,3.83,4168.8,0
2024-02-02 01:45:00,1633.19,89.11,2.95,1605.7,1
2024-02-02 01:50:00,1970.38,71.0,1.05,282.8,0
2024-02-02 01:55:00,4094.81,84.7,2.69,2493.6,0
2024-02-02 02:00:00,1391.96,78.08,4.96,2646.9,1
2024-02-02 02:05:00,3348.56,85.95,2.54,2747.7,0
2024-02-02 02:10:00,4864.04,67.41,2.64,3198.0,0
2024-02-02 02:15:00,4270.61,63.06,1.33,3048.4,0
2024-02-02 02:20:00,3818.3,69.38,1.3,4079.4,0
2024-02-02 02:25:00,3105.12,62.66,2.25,1824.5,0
2024-02-02 02:30:00,1244.07,40.02,4.74,2869.4,0
2024-02-02 02:35:00,2342.96,33.02,1.25,1401.9,0
2024-02-02 02:40:00,1068.67,56.08,0.63,709.8,0
2024-02-02 02:45:00,641.89,33.76,4.05,4630.8,0
2024-02-02 02:50:00,4422.76,35.2,0.21,2760.6,0
2024-02-02 02:55:00,639.44,55.3,0.52,2268.9,0
2024-02-02 03:00:00,3173.46,41.06,4.76,2893.5,0
2024-02-02 03:05:00,2791.24,37.16,2.65,224.0,0
2024-02-02 03:10:00,529.38,65.29,2.14,1998.7,0
2024-02-02 03:15:00,1222.4,44.9,2.22,122.3,0
2024-02-02 03:20:00,1683.43,58.3,3.96,797.0,0
2024-02-02 03:25:00,2873.29,55.86,3.06,2494.1,0
2024-02-02 03:30:00,3684.53,67.5,4.69,4673.1,0
2024-02-02 03:35:00,610.94,85.83,0.58,477.0,0
2024-02-02 03:40:00,1254.14,77.96,1.39,3031.2,0
2024-02-02 03:45:00,2117.02,45.36,3.57,545.0,0
2024-02-02 03:50:00,2463.52,52.49,0.73,3402.4,0
2024-02-02 03:55:00,1798.98,51.23,4.88,2198.4,1
2024-02-02 04:00:00,3944.65,33.4,2.72,1724.4,0
2024-02-02 04:05:00,2630.7,70.11,3.61,1617.5,0
2024-02-02 04:10:00,2262.44,89.9,3.76,3212.8,0
2024-02-02 04:15:00,1288.78,59.73,4.67,4900.6,0
2024-02-02 04:20:00,1583.25,30.23,4.86,2213.7,0
2024-02-02 04:25:00,2509.91,88.93,4.56,162.0,1
2024-02-02 04:30:00,1113.64,56.83,0.31,4801.3,0
2024-02-02 04:35:00,2464.03,73.87,4.98,1846.9,1
2024-02-02 04:40:00,3124.16,70.99,1.15,4206.4,0
2024-02-02 04:45:00,2799.52,70.23,3.89,316.9,0
2024-02-02 04:50:00,3402.79,44.48,4.71,369.5,0
2024-02-02 04:55:00,4386.54,39.42,3.83,4259.1,0
2024-02-02 05:00:00,1046.72,67.37,4.56,805.2,1
2024-02-02 05:05:00,4595.14,50.8,3.01,3996.8,0
2024-02-02 05:10:00,3416.45,45.53,0.24,2086.7,0
2024-02-02 05:15:00,2968.34,45.12,3.42,1689.0,0
2024-02-02 05:20:00,3450.19,67.34,4.33,3027.1,0
2024-02-02 05:25:00,3735.95,83.62,2.54,4456.9,0
2024-02-02 05:30:00,4819.44,83.3,1.5,1694.4,0
2024-02-02 05:35:00,4432.23,53.84,0.84,4111.3,0
2024-02-02 05:40:00,2672.36,60.92,1.88,2953.0,0
2024-02-02 05:45:00,4014.04,45.94,0.79,4443.2,0
2024-02-02 05:50:00,2267.69,74.4,1.02,1503.1,0
2024-02-02 05:55:00,1188.67,85.19,3.5,4389.1,0
2024-02-02 06:00:00,1523.88,43.32,0.56,3747.7,0
2024-02-02 06:05:00,4923.08,69.51,2.53,2339.6,0
2024-02-02 06:10:00,718.86,61.42,4.19,3326.4,0
2024-02-02 06:15:00,4084.1,36.07,4.19,1776.4,0
2024-02-02 06:20:00,744.35,36.1,4.74,1469.9,1
2024-02-02 06:25:00,1382.6,32.04,4.86,2945.7,1
2024-02-02 06:30:00,3850.45,46.19,0.81,3444.1,0
2024-02-02 06:35:00,2714.57,75.92,4.24,1004.5,0
2024-02-02 06:40:00,1681.98,73.53,4.92,853.4,1
2024-02-02 06:45:00,658.61,72.3,1.78,720.9,0
2024-02-02 06:50:00,2118.03,32.22,3.78,2926.0,0
2024-02-02 06:55:00,4255.99,75.82,2.64,3565.4,0
2024-02-02 07:00:00,1982.61,38.53,1.29,3246.9,0
2024-02-02 07:05:00,3579.59,48.32,2.34,3337.2,0
2024-02-02 07:10:00,2434.16,42.24,1.49,4445.5,0
2024-02-02 07:15:00,3111.1,47.38,2.29,950.3,0
2024-02-02 07:20:00,1330.58,70.65,1.84,2959.5,0
2024-02-02 07:25:00,3113.98,32.8,1.75,1379.5,0
2024-02-02 07:30:00,4649.41,30.8,2.58,4262.8,0
2024-02-02 07:35:00,4280.49,37.14,4.87,1368.0,1
2024-02-02 07:40:00,4933.57,60.14,3.92,844.0,0
2024-02-02 07:45:00,2371.31,51.11,1.85,3833.1,0
2024-02-02 07:50:00,2708.16,47.88,4.75,3506.8,0
2024-02-02 07:55:00,4714.61,41.78,1.34,1028.1,0
2024-02-02 08:00:00,2107.84,58.5,2.59,1763.0,0
2024-02-02 08:05:00,3433.06,70.16,3.38,208.4,0
2024-02-02 08:10:00,982.24,61.51,1.98,2987.4,0
2024-02-02 08:15:00,4567.02,37.93,1.64,4270.8,0
2024-02-02 08:20:00,2372.89,39.76,0.71,1810.4,0
2024-02-02 08:25:00,831.09,45.47,1.82,239.9,0
2024-02-02 08:30:00,2058.24,67.72,4.33,2066.0,0
2024-02-02 08:35:00,3489.67,86.55,2.67,4941.8,0
2024-02-02 08:40:00,4013.17,60.71,1.4,1241.2,0
2024-02-02 08:45:00,4710.15,65.11,1.39,3890.0,0
2024-02-02 08:50:00,1449.02,85.02,2.71,1288.6,1
2024-02-02 08:55:00,3232.45,77.4,0.87,3737.2,0
2024-02-02 09:00:00,2252.04,89.02,1.69,902.5,0
2024-02-02 09:05:00,2046.18,58.81,3.4,3479.3,0
2024-02-02 09:10:00,4189.99,41.56,4.63,4648.9,0
2024-02-02 09:15:00,4837.52,80.12,3.79,2843.3,0
2024-02-02 09:20:00,4091.56,64.39,0.62,2578.9,0
2024-02-02 09:25:00,3637.64,60.86,1.75,4676.3,0
2024-02-02 09:30:00,1277.06,32.32,1.76,1928.8,0
2024-02-02 09:35:00,3132.78,56.38,1.89,1594.6,0
2024-02-02 09:40:00,751.52,79.8,0.33,881.7,0
2024-02-02 09:45:00,1169.57,70.09,0.69,1551.6,0
2024-02-02 09:50:00,3357.98,38.14,4.46,2232.5,0
2024-02-02 09:55:00,1795.49,55.79,3.06,2324.2,0
2024-02-02 10:00:00,4458.75,79.87,1.74,926.5,0
2024-02-02 10:05:00,3462.79,37.39,3.32,2033.4,0
2024-02-02 10:10:00,4033.04,62.46,2.08,1777.5,0
2024-02-02 10:15:00,1503.0,36.11,1.48,2235.2,0
2024-02-02 10:20:00,687.08,72.47,2.33,1699.6,0
2024-02-02 10:25:00,1462.91,58.9,3.87,2409.4,0
2024-02-02 10:30:00,3260.65,39.01,2.16,1878.0,0
2024-02-02 10:35:00,2239.54,77.25,1.34,1267.4,0
2024-02-02 10:40:00,3657.53,40.75,3.6,409.9,0
2024-02-02 10:45:00,2055.8,34.09,3.52,4979.0,0
2024-02-02 10:50:00,2227.36,74.95,4.83,1905.8,1
2024-02-02 10:55:00,4280.73,36.22,4.51,1124.4,1
2024-02-02 11:00:00,4820.85,38.25,3.16,180.7,0
2024-02-02 11:05:00,1750.74,34.23,4.93,2224.6,1
2024-02-02 11:10:00,3528.2,57.66,0.47,1995.2,0
2024-02-02 11:15:00,1092.67,44.77,2.37,748.7,0
